bankAccountId,date,transactionId,value,category,title,type,paymentMethod,mccCode
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-22,687611eb-0269-45ad-a3cc-3e74522ecf9c,5,BETTING,GENYBET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-16,f94e19e0-a566-48e3-99bd-2ffe1afc1d95,15,BETTING,GENYBET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-06,90163369-31bb-42e3-ad5d-89d3a1d36cda,6,BETTING,GENYBET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-04,6935cb23-13a0-4870-a402-13398e026961,10,BETTING,GENYBET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-31,30c15f0d-f53b-4b3e-8b4c-e1cf74fceb34,9,BETTING,GENYBET,payout,CARD,7995
566bf82b-d68c-4c92-b844-a161a9587b19,2019-01-10,156ff04e-7d40-49b7-8c0c-cc05132a6619,67.5,SERVICES,GEOX LIEUSAINT,payout,CARD,7399
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-12-31,e11270ec-e838-47dc-8edd-63f6a97d24d8,137.64,MISC,GetYourGuide Tickets,payout,CARD,7991
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-11-10,18a6f912-99f4-49a6-b99e-5cb784878e1b,40,MISC,GetYourGuide Tickets,payout,CARD,7991
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-10,53a4ff80-b24f-4a6c-85ea-86572049c246,40,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-05-08,1c302487-592b-4ea9-b35f-f610c960f007,300,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-31,a21ca90f-b433-4255-a729-98207278308e,200,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-07-31,0de2c095-d010-4e04-bcbb-ad5215b8ddd8,400,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-05-22,9b991996-9ef0-4ed2-8230-eabe91d77007,100,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-01,7f1594ca-a860-473f-8330-8fb815b13e8d,20,CASH,GHS ANTIBES NATIONALE,payout,CARD,6011
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-02-22,f26124c8-aead-4302-86d7-5db6071baf91,20,MISC,GIE PMU,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-02-21,d9cfe713-68be-4fb3-afe6-d04e08768538,10,MISC,GIE PMU,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-07,6102f5d0-6281-4ff0-8b64-bee099891622,4.5,BETTING,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-04,79b0b65c-dc9f-4df0-86ef-433198bdbe7b,10,BETTING,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-27,bc707038-0b8f-4be1-8667-e143d9e9c32e,4,BETTING,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,f589977a-0751-4718-9b47-9f21ee8859fa,4,BETTING,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-10,1ad924c0-7bfd-4922-a69d-56512b9f03f5,30,BETTING,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,f5ca8265-f114-428c-9cd5-ab5bb4abf3d3,10,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,9de0f8c0-9924-46b6-a385-153c356df0e2,2,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,769c1b16-4259-41d7-b214-ba507393e62d,3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,399dbaec-83d8-4d79-ae60-1f1c2800c0fa,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,75e5829a-172b-477c-b7cc-5b13d9cc7bd0,4,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-12,5340f267-2f45-4923-8e6a-a206467fc4dc,1.3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,659fd2ce-e690-47cd-a17c-8948e353fa63,2,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,b3d45a85-8fb5-4197-a36b-ca4da3857620,15,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,a356f031-5845-41b9-9acb-2dec0474c71c,25,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,5dcea2f8-86ec-422b-addd-c904a09feb66,2,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,dfeb4530-d4b7-4710-b81d-b08027bce547,4,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-06,d65c84c9-53c4-48dc-9b28-41b298ed3f9a,25,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-06,efd5f01e-fe0b-4a55-b8db-abe44051b295,1.5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-06,eaf0f8ca-6cd6-4234-a3bb-a59b0e298107,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-05,39e05312-60cc-43a0-86ca-5dbcb9c0f310,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-30,ab13c2be-c8c6-4ba1-ab0d-c749587e3423,15,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,27c02325-5fbd-450c-a790-20433c172b88,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,0d7a05f4-876d-423e-83d8-4fdca5d76535,3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,f767d886-ee27-444f-b386-611dcb62ef08,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-05,92eac5b9-718e-47eb-8efa-7b04c705f1a7,2,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-05,e4bf6f94-d38c-4984-a5d0-7dc38a6a6db0,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-05,18a760cb-f867-41d2-8e3c-382da89cc501,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-05,d62a7081-d08e-464f-b784-4cdac3c482b8,5,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-06-13,a12580d8-bd77-46af-8e3d-e8e14ae594c0,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-06-13,028c3cbf-a6a7-49f7-a544-a14d405914ba,10,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-25,a1fdefa0-3a0f-42d0-863d-505e2584d236,4,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-25,3d08c0b5-8ba2-4b3a-a47b-2b5124c15737,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-25,7a46374f-49c9-425b-a277-49ba68e53229,3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-25,7ead1e49-0d37-4eb1-922a-e5d661ef85a4,3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,623e29d8-972e-4201-9a8d-b97f787e6fe0,8,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,7bb6d65b-1e14-4477-91fb-67e17a51b626,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,645431f8-7abc-4d17-9c30-298bdeb21b9d,6,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,893a059c-8ce4-4292-a7b8-de2607370ad2,3,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,e8b47a94-0647-48c4-aaef-e85a2391e815,10,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-29,f94ec54f-4ffe-4928-a7f2-8a51128e6584,4,MISC,GIE PMU GUICHET,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-07,b30159b1-d5d1-4d75-958f-3eb9c46e1d7b,15.5,MISC,GIE PMU GUICHET,payout,CARD,7995
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2020-03-14,ae70ed6a-d1d2-45eb-bd29-ca77e8e3bb72,31.22,MISC,GIFI MAG,payout,CARD,5651
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-07-26,d8d96d1b-e074-458b-a67b-c13a82d87f21,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-06-26,9874e27c-e30b-4de7-abc6-4eb4065e533f,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-05-26,4a8e7b82-92a9-4e75-a4ca-c71e86598459,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-04-26,62654ffb-6236-4448-8dd8-01c43546d0be,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-03-26,103ff800-deaf-4477-b7b6-c09c5e1ec6f5,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-02-26,ea8221d3-0395-4108-affb-8203fb5b4f88,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2020-01-29,0883ba12-d0ce-4887-bd97-f60b29ac7786,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-12-26,9caee28a-09c7-4a11-92da-c283e883b4b1,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-11-26,3938057a-b997-425d-a920-eda605975f68,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-10-26,228b6c9a-ab80-4744-881f-0582cd49af35,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-09-27,0dd60f0d-7cf8-40d5-a561-1db360a29058,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-08-20,bdb1581c-ba98-4f68-8743-0975fd036bb8,1.99,DEFAULT,GOOGLE  Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-07-13,798c0db0-7c40-4b97-99c5-56a7a77ade9b,1.99,DEFAULT,GOOGLE Google Storage,payout,CARD,5968
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-06-14,84ee5d6f-afbc-4bdd-81d5-6374018e1f62,1.99,DEFAULT,GOOGLE Google Storage,payout,CARD,5968
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-06,caad382d-b3db-42e3-be7c-fcab40ede53b,8.96,SERVICES,gotinder.com/help,payout,CARD,7273
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-04,7e5e2262-bc46-4772-8351-37ae923fcf3a,8.96,SERVICES,gotinder.com/help,payout,CARD,7273
566bf82b-d68c-4c92-b844-a161a9587b19,2019-11-12,44350d30-dd45-4abb-a04f-a5da5ec0d096,16.05,MISC,GOURMET HAUSSMA,payout,CARD,5311
566bf82b-d68c-4c92-b844-a161a9587b19,2018-12-17,66011c4a-ceed-4fab-a0a7-d63c0655fbd3,31.2,FOOD,GRANDE EPICERIE,payout,CARD,5411
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-03-14,838229b1-fb93-4604-b768-fde760616436,14.68,DEFAULT,GRANDE PHARMACI,payout,CARD,5912
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-11,6838aa88-26fb-404c-8914-37e15d73a676,6,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-07,c67fccfd-4ef7-4b14-bcee-404cfcc04440,4.5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-07,ba76fd7b-ec2b-4827-805f-83223135b5c3,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-07,4b3fc75f-3b14-4b11-a49b-0d4c98dcbbe5,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-04,27bfb3d1-b4e3-4c1e-ba6c-24e885867730,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-04,8756ce22-5b49-4045-b69c-d7d5587b478d,4,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-27,cec52482-b1cb-4c00-9ef7-51d36eda94bf,1.5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-27,0d7afba2-7d10-4b6e-8f20-bcc4c4a7c829,6,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-27,c0f64ee9-d7d4-4022-aed6-b83154463b8e,4,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-27,e4057c89-015d-4664-98a9-8bd52bd92170,3,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-18,c172017d-be6d-4a95-8470-f7fc46a2ffff,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-18,d14809f3-cfcc-4900-b814-31582e690452,3,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-18,6d5d6699-798b-4856-b164-cf52b4f5acf0,7,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-18,1a235bef-9af6-4444-a59a-75bd3447d422,3,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,f7074bf3-1f1f-4168-acde-460ca9ecfb6e,1,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,e9048f04-fa84-47e3-bb48-9587b171db4b,10,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,3dd8ad43-9ecb-487f-9998-312707b50d9f,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,d01bf14a-29db-473d-b8d1-eaeab8576f11,6,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,1e77e699-4b84-4518-baec-b356b958cc0a,9,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-17,d44cc367-ae33-4d1b-9af6-ceda992ea6df,6,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,7fdc8d8c-820a-40d1-b29d-380008ce90ee,1.5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,163782a2-5afe-4727-bc64-485e42c436d7,6,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,860aae29-338f-4e06-84b3-cc5b156eacb1,10,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,4fb5b67b-8936-46b5-adc3-03d3784774dd,10,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,a548e647-ef9d-4418-b19a-c8db1be8acac,3,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-05,c15b8632-7259-4ec0-803c-e5609ecf3a85,3,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-04,e1cdf4f5-1281-4234-a08b-12b4728815b7,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-10,4fc9379d-f347-4491-80c4-4f07ccba5b33,10,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-07-10,1630377b-0fc7-4300-8fd5-4841bf615a99,5,BETTING,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,e636148d-bbe7-4726-889b-491335c53ac5,10,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-01-20,c641e190-acd8-4686-992a-2e8f634732a6,9,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-12,73aaad4e-d757-42d7-9c55-42a05ded795f,5,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-12,b95792c6-3f26-42f2-96e8-1fed7d0a9685,6,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,39bf89a0-a947-4a44-acf3-fbe3c650b8e2,2,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,869148b1-bcd9-4023-b9bb-43376954b477,6,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,7d1378c1-1816-4a6d-bf9c-d6993c21cb2f,1.5,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,c45d8823-95f3-4d36-a487-05e49f4825cd,6,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-11,9e6bd4da-6d50-4680-ae3f-436ef2f94027,3,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-10,1e03021f-2a42-4c3d-be32-bc327901bebb,3,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-08,68bb7892-b1b1-44f0-96db-1685e705767c,9,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-08,e4873eb1-d8ec-40d6-94cb-b20a65f3b80d,10,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-06,8e56d8fc-774b-441f-9c80-dd7db828929b,6,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-05,e975f1de-36e9-4344-8a8b-5312f0782b22,2,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-05,f9a3c5f0-7290-4d8b-a028-37bd9d278eec,10,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-12-05,8f1a61ab-1763-4e62-902a-a4d51d19004c,4,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,dcc6653a-61d5-4a5c-89fe-e46a8fea38b3,10,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-11-28,c3d9350c-ad27-4e63-9782-582bcafe56d8,4,MISC,GROUPEMENT PARI MUT 00,payout,CARD,7995
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-24,fecae515-48d0-4a09-a982-a266d4efd6a3,24.95,FOOD,GSR FOOD,payout,CARD,5812
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-24,c2f60651-1801-498e-88be-5a6f4145d9d5,15.75,FOOD,GSR FOOD,payout,CARD,5812
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-04-29,8c07bce1-b6a8-47cb-bdc5-860c7d67c223,7.31,TRANSPORTATION,GTR RAIL TICKET,payout,CARD,4112
566bf82b-d68c-4c92-b844-a161a9587b19,2019-06-29,c2ad388a-02e9-4072-97b6-da2f8d7cdb46,25.3,DEFAULT,GUNDAG SARAH L,payout,CARD,5993
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2019-01-02,c0d6412b-40a1-416f-a749-c45b5ff40e7c,6.4,TRANSPORTATION,GVB EXPLOITATIE B.V.,payout,CARD,4789
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-09-26,4ecf09e5-2658-4497-ab68-b3751eb4cda9,12.8,FOOD,HANABI,payout,CARD,5812
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-26,3ccc5fc0-faea-4935-b120-e882ddc366f1,33,FOOD,HAPPY FACE,payout,CARD,5411
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-08-04,a4eb8ef9-8367-4485-871c-ab99c4fe9576,18,FOOD,HAPPY FACE,payout,CARD,5411
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2019-10-28,0b49966b-9cdf-4bef-b89c-005a6ba7a6b7,8,SERVICES,HAPPYTAL,payout,CARD,7392
566bf82b-d68c-4c92-b844-a161a9587b19,2019-03-02,001aea6d-f031-449f-aea3-21415f8deae6,27.1,FOOD,HAVANE,payout,CARD,5813
566bf82b-d68c-4c92-b844-a161a9587b19,2019-01-31,e5406229-30d7-4d26-b971-c6c5d5413fbb,4.4,FOOD,HCO 017242 ROTON,payout,CARD,5814
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-05-22,a3718616-b11c-485a-ad19-8d7ffdc30d28,52.9,DEFAULT,HEADICT,payout,CARD,5965
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-09-05,3e6bb280-2689-4c6c-90ee-181e256ece03,7,TRANSPORTATION,HEETCH RIDE,payout,CARD,4121
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2020-09-04,7bfce259-6d66-4825-8386-2b5dcb2db1a3,12,FOOD,HERBULARIUM,payout,CARD,5411
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-09-12,be79172a-24fa-45dc-9787-774931255b24,30.5,FOOD,HERCAN RESTAURATION,payout,CARD,5812
6dac3bd7-ec4e-4389-a5af-83e43c1a1a61,2019-08-20,17e4598f-a0a0-4353-8e65-cc3b46591e81,51,FOOD,HERCAN RESTAURATION,payout,CARD,5812
b9920e3b-68ed-4ccc-987f-a5196f94df7a,2020-08-16,39ed1fff-5332-4647-a9db-e0a99888b859,20,ALCOOL_TOBACCO,HERISSI SAMIR,payout,CARD,5993
910e27d1-b80f-41b5-b7f2-a15f70a32fe0,2019-05-15,29cd4cf0-23a3-4b3a-8392-49932daa8fea,19.99,EQUIPMENT,HF PERSPECTIVE,payout,CARD,5734
566bf82b-d68c-4c92-b844-a161a9587b19,2019-10-04,41c27018-f7a5-4de5-adde-e44dbc262d8e,4.8,HOTEL,HILTONPARISOPER,payout,CARD,3504
566bf82b-d68c-4c92-b844-a161a9587b19,2018-12-09,aedb96c9-53a4-449a-8c93-2a8996cb9308,40,FOOD,HIPPOPOTAMUS,payout,CARD,5812
566bf82b-d68c-4c92-b844-a161a9587b19,2019-01-10,6a331bd2-3963-464b-a2a4-4f12b2300586,93,DEFAULT,HISTOIRE D'OR108,payout,CARD,5944
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-08-29,22620f99-ccb4-4994-90e7-ba31c42de7ab,4,FOOD,HISTOIRE DE PAI,payout,CARD,5462
cd94d53c-7d8e-4e2c-b134-f2ad16db2d4e,2018-08-21,b0fb6516-15c3-4c67-84a8-403efa1a9509,4.8,FOOD,HISTOIRE DE PAI,payout,CARD,5462
